paper_id	author_id	affiliation_id
P07-2016	4617	121
P08-1072	4617	121
P09-2005	4617	121
P09-2021	4617	121
P09-2071	4617	121
P98-1111	4617	121
P98-2125	4617	121
W00-1106	4617	121
W01-0517	4617	121
W01-1202	4617	121
W02-1902	4617	121
W04-1220	4617	121
W04-3009	4617	121
W08-0120	4617	121
W98-1110	4617	121
W01-0517	4626	121
C00-1079	4628	121
C94-2147	4628	121
C98-1107	4628	121
C98-2120	4628	121
I05-2044	4628	121
I08-2085	4628	121
I08-4002	4628	121
J02-1004	4628	121
L08-1057	4628	121
P09-1029	4628	121
P98-1111	4628	121
P98-2125	4628	121
W01-1006	4628	121
W02-1606	4628	121
W02-1807	4628	121
W04-1101	4628	121
W04-1809	4628	121
W09-0433	4628	121
W98-1110	4628	121
I08-8001	4629	121
N07-4004	4629	121
I05-1058	4646	121
P03-2031	4646	121
C94-2147	4652	121
C98-1107	4652	121
P98-1111	4652	121
P98-2125	4753	121
L08-1057	4759	121
P09-1029	4759	121
W02-1807	4759	121
W09-0433	4759	121
C00-1079	5627	121
W02-1606	5627	121
P07-2016	5986	121
I05-1015	6059	121
H05-2019	7676	121
W04-1220	7676	121
W04-1220	9136	121
I08-4002	10144	121
N09-2023	10168	121
P08-1072	10168	121
P09-2005	10168	121
W08-0120	10168	121
W02-1807	10218	121
N09-2023	10306	121
P08-1072	10306	121
P09-2005	10306	121
W08-0120	10306	121
I08-2085	10313	121
C98-2120	10338	121
I08-2085	10576	121
I08-4002	10576	121
P09-1029	11830	121
W09-0433	11830	121
P09-2021	11897	121
I05-1015	14832	121
W04-1511	14857	121
D07-1019	1256	122
I05-3015	1260	122
W00-0402	2589	122
W00-1206	2589	122
W06-0117	5003	122
C08-1142	8671	122
C08-1143	8671	122
I08-1048	8671	122
W06-0141	8671	122
W09-3532	8671	122
W06-0141	8705	122
W06-0141	8708	122
C08-1143	9112	122
W02-1820	9112	122
W00-1206	9272	122
C08-1142	9370	122
C08-1143	9370	122
D09-1038	9370	122
I05-3015	9370	122
I08-1048	9370	122
I08-4004	9370	122
I08-4009	9370	122
I08-4015	9370	122
W02-1820	9370	122
W06-0141	9370	122
W09-3532	9370	122
P06-1129	9371	122
W06-0141	9371	122
W09-3532	9371	122
I05-1026	10145	122
I05-1026	10583	122
I08-4004	10811	122
W09-3532	10811	122
I05-1026	11220	122
I05-1026	11252	122
W08-0301	11305	122
D09-1038	12424	122
D09-1114	12424	122
I08-4010	10147	123
C08-1014	1222	124
P08-2040	1222	124
P09-1106	1222	124
I05-2045	1242	124
N06-2007	1242	124
P06-1017	1242	124
P06-2012	1242	124
W06-1667	1242	124
P07-1016	1947	124
E03-1013	4254	124
C04-1103	4748	124
C08-1014	4748	124
C08-1127	4748	124
C08-1138	4748	124
D07-1085	4748	124
D09-1073	4748	124
D09-1108	4748	124
D09-1161	4748	124
I05-1051	4748	124
I05-1053	4748	124
I08-1008	4748	124
I08-1049	4748	124
I08-4003	4748	124
P04-1021	4748	124
P05-1064	4748	124
P06-1142	4748	124
P07-1016	4748	124
P07-1090	4748	124
P08-1064	4748	124
P08-2038	4748	124
P08-2040	4748	124
P09-1016	4748	124
P09-1020	4748	124
P09-1036	4748	124
P09-1037	4748	124
P09-1106	4748	124
P09-4006	4748	124
W09-3501	4748	124
W09-3502	4748	124
P05-1064	5030	124
H05-1114	5968	124
I05-1035	5968	124
I05-2045	5968	124
N06-2007	5968	124
P04-1080	5968	124
P05-1049	5968	124
P06-1017	5968	124
P06-2012	5968	124
W04-0847	5968	124
W06-1649	5968	124
W06-1667	5968	124
W07-2037	5968	124
P07-1016	7554	124
C04-1033	7857	124
C04-1075	7857	124
C04-1103	7857	124
C08-1016	7857	124
I05-1053	7857	124
I05-1063	7857	124
I08-1046	7857	124
J08-3002	7857	124
N06-1037	7857	124
P03-1023	7857	124
P04-1017	7857	124
P04-1021	7857	124
P04-1075	7857	124
P05-1021	7857	124
P05-1053	7857	124
P06-1006	7857	124
P06-1016	7857	124
P06-1104	7857	124
P06-2005	7857	124
P07-1067	7857	124
P08-1096	7857	124
W03-1307	7857	124
W03-1711	7857	124
W04-1219	7857	124
C04-1069	8047	124
W04-1103	8047	124
W04-1117	8047	124
P06-2005	8990	124
C08-1127	9001	124
I08-1066	9001	124
P08-2038	9001	124
P09-1036	9001	124
C04-1069	9094	124
W04-1103	9094	124
W04-1117	9094	124
W06-0125	9094	124
C08-1016	9100	124
C08-1121	9100	124
J08-3002	9100	124
L08-1328	9100	124
P06-1006	9100	124
P07-1067	9100	124
P08-1096	9100	124
P08-4003	9100	124
N06-1037	9290	124
P05-1053	9290	124
P06-1104	9290	124
C04-1103	9297	124
C08-1014	9297	124
C08-1127	9297	124
C08-1138	9297	124
D07-1076	9297	124
D09-1073	9297	124
D09-1108	9297	124
D09-1161	9297	124
E09-1096	9297	124
I05-1034	9297	124
I05-1051	9297	124
I05-1053	9297	124
I08-1008	9297	124
I08-1066	9297	124
I08-2084	9297	124
I08-2109	9297	124
N06-1037	9297	124
P04-1021	9297	124
P05-1053	9297	124
P06-1016	9297	124
P06-1104	9297	124
P06-2005	9297	124
P06-2010	9297	124
P07-1026	9297	124
P08-1064	9297	124
P08-2038	9297	124
P08-2040	9297	124
P09-1020	9297	124
P09-1036	9297	124
P09-1103	9297	124
P09-1106	9297	124
P09-4006	9297	124
W06-0125	9297	124
W09-3501	9297	124
W09-3502	9297	124
C08-1014	9484	124
C08-1127	9484	124
C08-1138	9484	124
E09-1096	9484	124
I08-1008	9484	124
I08-1066	9484	124
I08-2084	9484	124
I08-2109	9484	124
P06-2005	9484	124
P07-1026	9484	124
P08-1064	9484	124
P08-2038	9484	124
P08-2040	9484	124
P09-1020	9484	124
P09-1036	9484	124
P09-1106	9484	124
P09-4006	9484	124
C04-1069	9791	124
D07-1076	9791	124
H05-1114	9791	124
I05-1035	9791	124
I05-2045	9791	124
I08-2103	9791	124
N06-2007	9791	124
P04-1080	9791	124
P05-1049	9791	124
P06-1017	9791	124
P06-2012	9791	124
W04-0847	9791	124
W04-1018	9791	124
W04-1103	9791	124
W04-1117	9791	124
W06-0125	9791	124
W06-1649	9791	124
W06-1667	9791	124
W07-2037	9791	124
I05-1047	9987	124
I05-1035	10148	124
I08-2103	10609	124
E09-1096	11181	124
I08-2084	11181	124
P09-4006	11181	124
P09-4006	11893	124
P09-1016	11920	124
P09-4006	11956	124
P09-1016	12114	124
W09-3501	12114	124
W09-3502	12114	124
C04-1004	12482	124
C04-1014	12482	124
C04-1033	12482	124
C04-1075	12482	124
I05-1034	12482	124
P03-1023	12482	124
P04-1017	12482	124
P04-1075	12482	124
P05-1053	12482	124
P06-1016	12482	124
P06-1104	12482	124
W03-1307	12482	124
W03-1710	12482	124
W03-1711	12482	124
W03-1731	12482	124
W04-1201	12482	124
W04-1219	12482	124
W06-0125	12482	124
I08-1046	14390	124
L08-1041	315	125
A97-2015	357	125
C04-1161	357	125
D07-1018	357	125
E93-1003	357	125
L08-1324	357	125
L08-1565	357	125
L08-1566	357	125
W05-1009	357	125
W06-1704	357	125
C04-1161	467	125
C04-1161	720	125
D07-1018	720	125
E03-3003	720	125
L08-1566	720	125
W04-3214	720	125
W05-1009	720	125
W06-1704	720	125
W06-1704	768	125
J03-2003	772	125
W06-1704	1087	125
A97-2015	2066	125
L08-1099	2173	125
L08-1445	2173	125
N07-2002	2173	125
W07-1214	2173	125
W06-1704	4957	125
L08-1099	5184	125
L08-1445	5184	125
N07-2002	5184	125
W07-1214	5184	125
L08-1565	5426	125
L08-1566	5426	125
W06-1704	5475	125
W98-0601	5836	125
W07-1214	7351	125
A97-2015	8332	125
L08-1324	9537	125
L08-1324	9585	125
L08-1324	9789	125
L08-1324	9971	125
L08-1278	10151	125
L08-1318	10492	125
L08-1174	10584	125
L08-1445	11160	125
L08-1174	11166	125
L08-1278	11166	125
E09-3007	12249	125
L08-1099	13006	125
L08-1445	13006	125
N07-2002	13006	125
P04-3012	13006	125
W06-1001	13006	125
W07-1214	13006	125
L08-1174	13080	125
L08-1278	13822	125
L08-1324	13904	125
L08-1324	14167	125
L08-1324	14514	125
L08-1565	14514	125
P81-1005	498	126
W03-0319	1419	126
W05-1523	1670	126
J89-2003	1706	126
C08-1026	1869	126
E09-1023	1869	126
L08-1225	1869	126
P08-1042	1869	126
W08-0901	1869	126
W09-0905	1869	126
C94-1034	2627	126
E09-1036	2627	126
P94-1039	2627	126
W04-1302	3266	126
W08-0901	3266	126
W04-1302	3578	126
J81-2002	4474	126
P82-1037	4474	126
W04-1310	4484	126
P93-1014	5681	126
W04-1302	6908	126
W04-0810	7031	126
P07-3001	7146	126
W04-1302	7292	126
J79-1033d	7422	126
W04-1310	7623	126
L08-1209	9975	126
L08-1225	10152	126
W09-0905	10152	126
W04-1302	12893	126
D07-1096	13614	126
E09-1047	13614	126
L08-1213	13614	126
L08-1454	13614	126
W08-1008	13614	126
J79-1026	634	127
W07-1516	939	127
L08-1367	1039	127
W07-1516	1039	127
L08-1367	1051	127
P08-2017	1051	127
W07-1516	1051	127
J79-1026	2709	127
L08-1367	3015	127
P08-2017	3015	127
W07-1516	3015	127
L08-1367	4949	127
L08-1385	4949	127
W02-0107	4949	127
W03-0209	4949	127
W07-1516	4949	127
J79-1026	5029	127
J79-1060	5029	127
L08-1367	5347	127
P08-2017	5347	127
W07-1516	5347	127
A83-1029	5425	127
C80-1064	5425	127
C82-1034	5425	127
C86-1022	5425	127
C88-2084	5425	127
J79-1026	5425	127
J79-1060	5425	127
J79-1060	5939	127
J79-1026	6197	127
C80-1064	6414	127
L08-1367	6870	127
N06-1021	6870	127
P08-2017	6870	127
W07-1516	6870	127
L08-1367	7387	127
P08-2017	7387	127
W07-1516	7387	127
C80-1064	7625	127
J79-1060	7830	127
W03-0209	7831	127
L08-1367	9821	127
L08-1385	9969	127
L08-1385	10153	127
L08-1385	10207	127
L08-1385	10462	127
L08-1477	8855	128
L08-1477	10155	128
C08-3002	9922	129
I08-2138	9922	129
C08-3004	10159	129
I08-2138	10162	129
C08-3009	10875	129
C08-3002	15250	129
C08-3004	15250	129
C08-3009	15250	129
I08-2138	15250	129
W04-2213	243	130
W00-0906	1015	130
C94-1014	1558	130
P94-1051	1558	130
W04-2213	1841	130
W04-2213	2642	130
W00-0906	3033	130
W04-2213	4485	130
L08-1566	5193	130
W00-0906	5193	130
C94-1014	6257	130
P94-1051	6257	130
C94-1014	6483	130
L08-1317	6483	130
L08-1413	6483	130
L08-1603	6483	130
P94-1051	6483	130
W04-2213	6483	130
W09-0101	6483	130
W00-0906	8018	130
L08-1566	8508	130
W00-0906	8508	130
L08-1603	9926	130
W04-2213	9926	130
W09-0305	9926	130
L08-1603	10443	130
L08-1317	10754	130
L08-1566	10926	130
L08-1566	10979	130
L08-1566	11274	130
L08-1603	11336	130
W09-0305	11673	130
P06-2022	479	131
W98-0714	996	131
H89-2054	1917	131
J79-1004	2336	131
J79-1075b	2336	131
P04-1086	2890	131
H89-2054	3058	131
W93-0207	3058	131
A94-1031	3392	131
A94-1033	3392	131
P94-1049	3392	131
A94-1031	3503	131
A94-1033	3503	131
P95-1054	4370	131
J79-1075b	4647	131
P82-1031	5844	131
N03-4017	6462	131
C88-2099	6720	131
P85-1006	6720	131
P88-1016	6720	131
W07-1416	7395	131
H89-2054	7422	131
J82-1002	7422	131
P79-1007	7422	131
P82-1031	7422	131
P84-1016	7422	131
T78-1031	7422	131
W98-0714	7422	131
E93-1005	7703	131
H94-1085	7731	131
W03-0808	7731	131
W09-1609	7731	131
W96-0302	8012	131
J79-1004	8572	131
I08-6007	9551	131
W06-3916	9950	131
I08-6007	9965	131
I08-6007	10160	131
W09-2407	11729	131
W09-1609	12036	131
P88-1016	15336	131
D08-1107	435	132
P06-2007	435	132
I05-3019	1217	132
I08-4011	1217	132
W06-0130	1217	132
D09-1098	1565	132
P08-5001	2544	132
D08-1107	3799	132
P06-2007	3799	132
D09-1113	4786	132
D09-1068	5535	132
C08-2019	6245	132
D09-1064	6245	132
N09-1056	6245	132
P08-5001	6245	132
D09-1025	6250	132
D09-1098	6250	132
D09-1068	6363	132
W06-0130	6363	132
D09-1025	6369	132
D09-1098	6545	132
W09-2415	6934	132
W06-0130	7417	132
N09-1064	7865	132
I05-3019	7897	132
I08-4011	7897	132
W06-0130	7897	132
I05-3019	9273	132
N09-2042	9299	132
I05-3019	9360	132
P08-5001	10163	132
D09-1098	11184	132
I08-4011	11312	132
D09-1113	11484	132
N09-2042	11484	132
D09-1064	11540	132
D09-1113	11576	132
D09-1068	11585	132
D09-1113	11789	132
D09-1064	11867	132
N09-1056	11867	132
D09-1113	11916	132
D09-1068	11935	132
N09-2042	12001	132
D09-1064	12331	132
N09-1056	12331	132
D09-1068	12398	132
D09-1113	12479	132
N09-2042	12479	132
L08-1546	4494	133
L08-1546	10164	133
L08-1274	10165	134
J80-2003	656	135
W06-3321	680	135
W08-0620	680	135
C00-2107	1016	135
C86-1006	1016	135
C88-2119	1016	135
C90-2048	1016	135
C92-1049	1016	135
C98-1081	1016	135
C98-2183	1016	135
J88-3003	1016	135
J89-2001	1016	135
J98-3002	1016	135
J99-1001	1016	135
J99-3004	1016	135
P05-1028	1016	135
P84-1045	1016	135
P85-1024	1016	135
P91-1007	1016	135
P92-1009	1016	135
P92-1025	1016	135
P95-1019	1016	135
P98-1084	1016	135
P98-2188	1016	135
W03-2101	1016	135
W04-1002	1016	135
W90-0115	1016	135
W93-0201	1016	135
E99-1025	1244	135
W01-0520	1244	135
P05-1028	1282	135
W03-2101	1282	135
W04-1002	1282	135
P93-1039	1365	135
P95-1019	1365	135
W93-0201	1365	135
J99-2001	1769	135
W98-1409	1769	135
W99-0107	1769	135
C90-3089	1806	135
P05-1028	1810	135
W03-2101	2121	135
P90-1012	2878	135
P92-1009	2878	135
P94-1009	2878	135
W93-0201	2878	135
W94-0322	2878	135
C98-1081	3138	135
P98-1084	3138	135
W93-0211	3494	135
C90-3089	3797	135
P92-1051	3797	135
W03-1315	3880	135
W03-1601	4347	135
C92-1049	4514	135
P91-1007	4514	135
P91-1052	4514	135
P92-1025	4514	135
W97-0508	5257	135
N07-2044	5345	135
C90-2048	5353	135
C90-3089	5353	135
C98-2191	5353	135
J02-4004	5353	135
J88-3005	5353	135
J94-2006	5353	135
J99-2001	5353	135
N07-2044	5353	135
P01-1051	5353	135
P08-2066	5353	135
P86-1016	5353	135
P92-1007	5353	135
P98-2196	5353	135
W00-1438	5353	135
W03-1601	5353	135
W03-2101	5353	135
W04-1002	5353	135
W09-2819	5353	135
W09-2821	5353	135
W90-0101	5353	135
W90-0115	5353	135
W93-0211	5353	135
W96-0408	5353	135
W97-0503	5353	135
W97-0508	5353	135
W99-0107	5353	135
W99-0108	5353	135
W99-0408	5353	135
P01-1051	5482	135
W99-0408	5482	135
D07-1118	5505	135
W06-3321	5505	135
W07-1024	5505	135
C90-2048	5629	135
W90-0115	5629	135
P95-1013	5875	135
C90-3089	6371	135
W96-0408	6371	135
P84-1030	6713	135
P92-1010	6920	135
P94-1022	6920	135
C90-3089	7000	135
C88-2119	7178	135
C98-2191	7273	135
P98-2196	7273	135
C00-2107	7296	135
J02-4004	7545	135
W00-1438	7545	135
C96-2157	7838	135
P92-1035	7919	135
W03-1315	8251	135
N07-2044	8278	135
P05-1028	8278	135
P08-2066	8278	135
P08-3011	8278	135
C88-2147	8573	135
C92-1034	8573	135
D07-1118	8573	135
E93-1045	8573	135
J01-1004	8573	135
J90-1002	8573	135
J92-4004	8573	135
J93-4002	8573	135
N09-2035	8573	135
P89-1003	8573	135
P89-1027	8573	135
P90-1001	8573	135
P90-1035	8573	135
P92-1007	8573	135
P92-1010	8573	135
P95-1021	8573	135
P98-2188	8573	135
W03-1315	8573	135
W03-1601	8573	135
W06-3321	8573	135
W07-1024	8573	135
W08-0604	8573	135
W08-0620	8573	135
W09-1107	8573	135
W90-0101	8573	135
A83-1014	8792	135
C80-1008	8792	135
H86-1017	8792	135
J80-2003	8792	135
J82-2006	8792	135
J83-3003	8792	135
P80-1025	8792	135
P82-1016	8792	135
P84-1024	8792	135
P84-1029	8792	135
P84-1030	8792	135
P92-1007	9085	135
W90-0101	9085	135
N07-2044	9114	135
C98-2183	10883	135
P98-2188	10883	135
W08-0604	10918	135
W08-0604	11118	135
C98-2183	11157	135
W09-2819	11685	135
W09-2821	11685	135
W94-0322	1016	136
C02-1162	1044	137
C04-1058	1044	137
C04-1190	1044	137
D07-1007	1044	137
I05-2021	1044	137
L08-1133	1044	137
N04-4010	1044	137
P04-1081	1044	137
P05-1048	1044	137
W02-2035	1044	137
W03-0433	1044	137
W04-0822	1044	137
W04-0845	1044	137
W04-0863	1044	137
W06-0124	1044	137
W99-0630	1144	137
W03-0204	1150	137
W03-0204	1159	137
C04-1134	1218	137
N04-4008	1218	137
P06-2031	1218	137
P99-1043	1285	137
W03-1203	1285	137
C04-1151	1288	137
W04-3208	1288	137
C98-1066	2528	137
J96-4004	2575	137
W00-1213	2575	137
W03-0204	3343	137
W97-0406	4510	137
W02-2035	4557	137
P06-2116	4635	137
W03-0204	4712	137
W03-0204	4927	137
W03-0204	5096	137
W03-0204	5898	137
W04-0306	7445	137
W97-0406	7454	137
W03-0204	7588	137
C04-1190	7860	137
P04-1081	7860	137
W04-0822	7860	137
W03-0204	8015	137
C98-2225	8912	137
P98-2230	8912	137
W03-0204	8913	137
W97-0406	8920	137
A94-1030	8948	137
C04-1190	8948	137
C98-2225	8948	137
D07-1007	8948	137
I05-1023	8948	137
I05-2021	8948	137
I05-2049	8948	137
J97-3002	8948	137
L08-1133	8948	137
N04-4010	8948	137
N09-2004	8948	137
P00-1060	8948	137
P04-1081	8948	137
P05-1048	8948	137
P06-2116	8948	137
P94-1012	8948	137
P95-1033	8948	137
P96-1021	8948	137
P98-2230	8948	137
W02-2035	8948	137
W03-0433	8948	137
W04-0306	8948	137
W04-0822	8948	137
W04-0845	8948	137
W04-0863	8948	137
W05-1205	8948	137
W06-0124	8948	137
W09-2304	8948	137
W09-3804	8948	137
W09-3805	8948	137
W95-0106	8948	137
W96-0202	8948	137
W97-0406	8948	137
W99-0618	8948	137
W99-0630	8948	137
W96-0202	8981	137
P99-1043	8992	137
W02-1116	9103	137
W02-2035	9103	137
W06-0124	9208	137
N04-4010	9270	137
N07-2054	9288	137
W09-3105	9288	137
P00-1060	10171	137
W99-0618	10171	137
W00-1213	11241	137
C98-1066	11277	137
P98-1069	11277	137
P09-1001	12443	137
P09-1052	12485	137
C04-1151	14920	137
I05-1023	14920	137
N04-4008	14920	137
N04-4010	14920	137
N07-2054	14920	137
N09-2004	14920	137
P06-2031	14920	137
P98-1069	14920	137
P99-1043	14920	137
W02-1104	14920	137
W03-1203	14920	137
W04-3208	14920	137
W09-3105	14920	137
W97-0119	14920	137
W97-0406	14920	137
L08-1514	2683	138
W04-2308	2683	138
W03-2128	3251	138
W04-2308	3251	138
C86-1135	4262	138
C88-1068	4262	138
E83-1026	4262	138
L08-1514	4262	138
W00-1012	4262	138
W02-0112	4262	138
W03-2128	4262	138
W04-2308	4262	138
E83-1026	4877	138
W06-2408	5700	138
E99-1052	5752	138
A97-1020	6943	138
E83-1026	6943	138
W02-0112	6943	138
C82-2061	7121	138
C86-1135	7121	138
E83-1026	7121	138
L08-1114	9866	138
C98-1049	10173	138
L08-1114	10173	138
P98-1050	10173	138
W06-2408	10173	138
L08-1514	10193	138
L08-1514	11013	138
W03-2128	11013	138
W03-2128	11129	138
L08-1425	11161	138
W03-2128	11182	138
E83-1026	12908	138
W00-1012	12908	138
W02-0112	12908	138
L08-1514	14170	138
W03-2128	14170	138
W04-2308	14170	138
L08-1480	10174	139
L08-1480	10252	139
L08-1480	10840	139
P05-3007	917	140
W03-1312	917	140
C92-2069	1381	140
L08-1366	1381	140
W03-1312	1381	140
W04-1211	1381	140
W06-2502	1381	140
P05-3007	2006	140
L08-1365	6071	140
L08-1366	6071	140
N06-4006	6071	140
P02-1021	6218	140
P05-3007	6218	140
W03-1312	6218	140
W03-1314	6218	140
W04-1211	6218	140
L08-1365	7208	140
L08-1366	7208	140
W06-2502	7208	140
W08-0615	7208	140
W06-2502	8148	140
C92-2069	9101	140
L08-1365	10176	140
W08-0615	10222	140
L08-1365	10444	140
L08-1365	10925	140
C80-1048	3149	141
C69-1001	3847	141
L08-1478	5572	141
L08-1478	10177	141
A92-1014	202	142
C08-1083	202	142
C92-2085	202	142
D08-1047	202	142
L08-1070	202	142
P06-2083	202	142
W07-1505	202	142
W07-0809	318	142
P06-2091	519	142
A97-1040	657	142
E87-1039	657	142
M98-1014	657	142
W02-2002	657	142
W94-0327	657	142
W99-0804	657	142
C98-1091	854	142
P98-1094	854	142
W02-1203	947	142
W02-1503	947	142
A92-1014	1052	142
C92-2085	1052	142
E87-1017	1052	142
C86-1077	1160	142
C88-2155	1160	142
E87-1017	1160	142
A00-2004	1335	142
P99-1082	1335	142
W01-0514	1335	142
J05-3001	1550	142
W02-0225	1550	142
W03-2127	1550	142
W07-2017	2094	142
W02-0225	2372	142
E91-1048	2502	142
C94-2122	2513	142
C94-2192	2514	142
P06-2044	3114	142
W99-0804	3302	142
C86-1077	3373	142
E87-1017	3373	142
C86-1077	3412	142
E87-1017	3412	142
C82-2066	3783	142
J85-2005	3783	142
P84-1050	3783	142
P84-1101	3783	142
C90-3048	3793	142
W99-0804	3958	142
H92-1051	4155	142
C94-2134	4186	142
E95-1003	4580	142
W02-0225	5078	142
C00-2115	5393	142
C04-1087	5393	142
E83-1015	5393	142
L08-1070	5393	142
W07-1505	5393	142
W04-2403	5674	142
M98-1014	5690	142
C92-2102	6442	142
H92-1051	6442	142
L08-1070	6451	142
W07-1505	6451	142
E87-1017	6529	142
C00-2096	6712	142
C00-2112	6712	142
C96-2150	6712	142
P06-2044	6712	142
W06-3903	6712	142
W09-2013	6712	142
W09-3717	6712	142
W99-0111	6712	142
W03-1316	6834	142
M98-1014	6865	142
E89-1041	7030	142
C08-1096	7182	142
W08-0609	7182	142
C00-2096	7400	142
C00-2112	7400	142
W99-0111	7400	142
W94-0115	7658	142
A83-1026	7664	142
A97-1040	7664	142
C82-2066	7664	142
C86-1026	7664	142
C90-3048	7664	142
C98-2195	7664	142
J99-2005	7664	142
P88-1019	7664	142
P98-2200	7664	142
W06-3705	7664	142
W98-1216	7664	142
W03-1316	7752	142
C94-1008	7779	142
C08-1096	8181	142
A92-1014	8313	142
A94-1012	8313	142
C90-3048	8313	142
C92-2085	8313	142
C92-2102	8313	142
C94-2122	8313	142
C94-2134	8313	142
C94-2192	8313	142
E91-1048	8313	142
E93-1027	8313	142
H92-1051	8313	142
D08-1047	8323	142
N09-1007	8323	142
P06-1059	8323	142
P06-1128	8323	142
W06-3327	8323	142
W07-1505	8323	142
W08-0605	8323	142
W08-0609	8323	142
W02-2002	8503	142
C86-1077	8822	142
C96-2128	8844	142
C98-2222	8844	142
P98-2227	8844	142
W98-1423	8844	142
C86-1077	8926	142
C88-2155	8926	142
E87-1017	8926	142
J05-3001	8926	142
W01-1627	8926	142
W02-0225	8926	142
W03-2127	8926	142
W94-0115	8926	142
C08-1096	9714	142
C08-1035	9935	142
C08-1036	9935	142
C08-3009	10179	142
C08-1035	10199	142
C08-1036	10199	142
W09-1417	11567	142
W09-1417	11590	142
C04-1087	12055	142
E03-1077	12055	142
W03-1303	12055	142
W03-1316	12055	142
W03-2911	12055	142
W09-1417	12055	142
W09-1417	12178	142
W09-1417	12211	142
E89-1000	15180	142
W01-1201	201	143
C92-1043	393	143
P91-1043	393	143
W04-2323	1017	143
P94-1010	1177	143
P93-1002	1257	143
P95-1031	1257	143
P96-1041	1257	143
W00-0905	2548	143
W02-0504	2553	143
W04-2323	2553	143
P96-1024	2822	143
P96-1041	2822	143
W96-0214	2822	143
W97-0302	2822	143
C96-1001	2924	143
H89-2078	2924	143
H92-1089	2924	143
J95-2003	2924	143
J99-4006	2924	143
T87-1018	2924	143
W04-2323	2924	143
N04-4011	3390	143
P04-1001	3390	143
W03-0701	3390	143
C98-1088	3539	143
P98-1091	3539	143
P99-1010	3539	143
W00-1306	3539	143
E93-1025	4012	143
E95-1005	4012	143
P93-1009	4012	143
P94-1008	4012	143
P94-1046	4012	143
C04-1046	4418	143
C65-1017	4437	143
P97-1002	4639	143
P97-1008	4639	143
P91-1005	4933	143
W93-0217	4933	143
T78-1023	5481	143
H93-1066	5803	143
P93-1007	5803	143
P96-1038	5803	143
E06-1021	5856	143
P08-2035	5856	143
W05-0711	5856	143
N09-1011	5874	143
P08-1069	5874	143
W07-0402	5874	143
N03-2027	6401	143
J02-1002	6431	143
N03-2027	6433	143
N09-2027	6534	143
C08-1040	6662	143
D07-1069	6662	143
P90-1013	6793	143
W90-0104	6793	143
N03-2027	7209	143
C02-2025	7463	143
C90-3045	7463	143
E06-1021	7463	143
E06-1048	7463	143
J90-1004	7463	143
J93-1008	7463	143
J94-1004	7463	143
J97-3005	7463	143
N03-1029	7463	143
N09-1011	7463	143
N09-2027	7463	143
P08-1069	7463	143
P92-1022	7463	143
W04-2323	7463	143
W05-0711	7463	143
W07-0402	7463	143
W07-0412	7463	143
W07-2212	7463	143
W90-0102	7463	143
N03-1029	8059	143
P08-2035	11267	143
N04-4033	14307	143
W01-0506	7114	144
W01-0506	7749	144
L08-1317	10187	144
L08-1317	10679	144
P81-1030	198	145
C86-1127	306	145
P91-1008	306	145
P92-1001	306	145
C08-1008	385	145
D07-1041	385	145
D08-1069	385	145
D09-1031	385	145
D09-1070	385	145
N07-1030	385	145
P07-1113	385	145
P08-1038	385	145
W08-0201	385	145
W08-0208	385	145
W09-1905	385	145
J79-1018	547	145
C82-2006	551	145
E06-1002	912	145
H05-1091	912	145
P04-1056	912	145
P07-1073	912	145
W05-1307	912	145
W06-3307	912	145
W97-1002	983	145
J80-2002	1282	145
J80-3001	1522	145
C65-1006	1650	145
P05-2011	1718	145
N07-1030	1824	145
D07-1042	2164	145
D08-1094	2164	145
D09-1046	2164	145
D09-1070	2164	145
P07-1028	2164	145
P09-1002	2164	145
W07-1528	2164	145
W07-2018	2164	145
W08-0201	2164	145
W09-0208	2164	145
W09-1109	2164	145
W09-3207	2164	145
W09-3711	2164	145
E99-1012	2301	145
P06-2034	2650	145
P09-1069	2650	145
W05-0602	2650	145
P97-1062	3257	145
P08-1038	3430	145
W06-1507	3430	145
W06-0133	3673	145
C69-6902	3944	145
C69-7001	3944	145
D08-1042	3963	145
N07-2021	3963	145
P06-1115	3963	145
P03-1025	4411	145
P04-1060	4411	145
W05-0803	4411	145
C86-1040	4483	145
C88-1076	4483	145
P82-1020	4669	145
W05-1307	5173	145
W06-3307	5173	145
C69-2001	5467	145
D07-1041	5628	145
D09-1070	5628	145
W09-1905	5628	145
H05-1091	5630	145
N06-1056	5630	145
N07-1022	5630	145
N07-2021	5630	145
P04-1056	5630	145
P06-1115	5630	145
P06-2034	5630	145
P07-1073	5630	145
P07-1121	5630	145
P09-1069	5630	145
P97-1062	5630	145
W00-1317	5630	145
W05-0602	5630	145
W05-1307	5630	145
W06-3307	5630	145
W96-0208	5630	145
W97-1002	5630	145
W98-1107	5630	145
J79-1053	6006	145
P07-1113	6229	145
W07-1528	6229	145
W09-1905	6229	145
C65-1006	6362	145
P07-1113	6540	145
P07-3002	6540	145
J97-1004	6556	145
W05-1307	6705	145
W06-3307	6705	145
W07-1530	6767	145
P90-1007	6862	145
E85-1010	6945	145
J89-1002	7384	145
P90-1007	7384	145
P87-1006	7521	145
J79-1018	7560	145
J82-2004	7560	145
J89-1002	7560	145
J92-4001	7560	145
P80-1038	7560	145
P82-1022	7560	145
P84-1017	7560	145
P90-1007	7560	145
P91-1016	7560	145
T75-2004	7560	145
P80-1044	7603	145
